jobs 50
stage 8
machines 4 3 3 1 3 3 4 5 
*Pro_req*
3 2 1 2 2 2 4 1 4 3 3 4 4 1 2 4 4 4 1 2 1 2 1 2 2 3 2 3 4 2 4 2 2 4 4 1 1 1 4 2 3 2 1 4 4 2 3 1 4 1 
2 3 3 2 1 2 2 2 3 1 3 1 1 3 3 3 3 2 2 3 2 1 3 3 2 3 1 3 1 1 2 2 1 2 1 1 3 1 1 1 2 3 1 2 3 1 1 3 2 3 
3 1 2 3 2 1 3 3 1 3 3 2 2 2 2 3 1 3 1 1 3 2 1 2 3 2 2 2 2 2 1 2 2 3 1 1 3 3 1 1 3 1 1 2 2 2 3 1 2 2 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
3 3 1 1 3 2 2 3 2 3 3 3 3 3 3 1 1 2 3 2 2 2 3 3 3 3 2 3 2 1 2 2 2 3 2 3 2 3 1 3 1 3 1 1 1 1 3 1 1 1 
1 3 2 3 2 1 3 3 3 2 2 1 2 2 1 2 2 3 3 3 2 2 3 3 3 2 3 2 2 2 3 3 3 2 3 2 3 2 2 1 3 2 3 1 3 3 2 3 2 2 
1 4 1 3 1 4 1 1 1 1 4 2 2 2 1 4 3 4 4 3 3 1 1 3 3 1 1 3 4 2 4 1 1 2 4 4 4 3 2 3 3 2 1 4 1 3 3 4 1 2 
1 5 1 4 1 2 4 4 1 3 5 1 3 3 1 2 5 1 3 3 2 2 1 2 5 2 5 3 4 5 2 3 2 5 4 5 2 3 2 2 5 2 4 2 1 4 4 1 5 2 
*Pro_time*
21 16 44 23 83 93 50 25 4 100 89 33 47 6 52 77 90 22 53 91 10 100 86 19 38 34 71 96 20 4 68 66 65 49 99 86 19 75 20 41 60 33 73 12 67 100 86 98 15 75 
61 76 77 78 44 24 20 22 80 35 6 69 70 78 23 83 84 13 95 39 18 29 92 63 29 44 77 84 2 12 39 25 15 37 50 78 35 82 28 56 48 20 11 4 20 28 26 32 70 80 
77 3 78 52 27 71 88 11 53 55 83 75 39 46 96 58 92 91 15 6 76 67 98 47 39 87 11 26 44 33 80 70 94 72 21 44 99 65 98 11 87 11 12 88 86 95 20 4 59 15 
54 78 57 73 27 85 44 24 50 76 92 55 3 75 40 33 77 12 26 1 50 67 81 5 76 32 72 17 83 69 97 76 40 19 98 62 17 39 90 17 48 68 22 65 18 70 43 15 40 72 
91 25 47 60 41 87 59 26 66 46 60 72 51 48 43 79 60 91 52 29 89 64 4 87 79 63 27 91 51 28 13 6 48 13 90 12 40 6 72 99 31 73 59 20 99 48 92 39 21 67 
22 91 18 81 63 78 48 56 49 68 90 14 81 53 84 78 37 10 48 97 43 7 70 88 9 54 52 71 93 1 61 9 78 44 8 17 26 100 58 68 41 73 81 89 46 30 52 67 86 44 
79 41 13 22 27 21 15 92 11 91 48 63 96 43 36 5 51 21 89 57 40 60 82 94 41 13 11 87 9 91 13 18 85 23 79 30 85 23 49 70 100 38 97 92 58 27 91 87 37 18 
12 79 69 63 39 80 86 14 1 55 47 57 65 44 18 84 71 8 100 100 81 18 76 53 60 63 53 24 21 80 95 38 45 4 28 14 66 17 94 82 53 9 69 67 62 77 24 73 45 7 
