jobs 50
stage 8
machines 5 1 3 1 5 4 3 4 
*Pro_req*
1 3 2 1 5 1 3 1 2 5 2 1 4 5 1 1 4 4 2 3 3 2 3 5 5 4 2 3 2 3 3 5 2 5 3 1 1 1 3 2 2 5 3 2 3 3 2 5 2 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
3 1 3 2 2 2 1 3 2 2 3 3 2 2 1 1 2 2 2 1 3 2 2 2 3 1 2 2 2 3 1 1 3 2 3 1 2 1 3 1 3 3 1 1 2 2 2 2 1 2 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
2 3 5 4 5 4 5 2 4 5 5 1 1 5 5 3 4 4 2 4 4 3 1 4 1 1 2 5 1 5 5 1 3 2 4 5 4 3 2 3 1 2 5 4 5 3 5 3 4 3 
2 3 4 2 3 2 1 4 3 2 2 1 4 2 1 4 3 1 4 1 1 4 4 3 1 4 1 1 3 3 1 2 4 1 4 1 4 2 2 4 3 3 1 3 4 3 1 3 2 2 
3 3 3 3 3 3 2 2 1 3 2 1 1 3 1 1 2 2 1 3 2 1 1 2 1 2 1 2 3 1 2 2 2 3 2 3 1 1 1 2 3 1 2 3 3 1 2 3 3 1 
3 3 3 4 2 3 3 3 3 3 4 1 3 3 3 2 2 2 1 2 3 1 3 2 2 1 4 1 3 2 1 2 1 1 4 4 4 2 3 1 3 3 3 4 2 1 4 1 3 2 
*Pro_time*
73 95 99 53 5 29 34 24 31 8 44 75 76 88 69 1 65 64 5 98 87 65 31 63 2 72 79 78 26 75 46 85 56 1 12 30 11 8 61 60 2 65 81 81 73 92 38 74 10 43 
10 63 54 57 48 80 12 77 100 93 94 96 55 45 66 64 41 10 37 15 16 30 18 1 15 26 99 78 9 40 46 81 94 40 61 89 14 56 31 63 75 58 86 86 38 83 42 57 5 26 
43 70 21 12 98 38 54 61 98 68 24 5 36 71 26 100 71 20 100 4 65 29 20 96 38 66 5 60 22 43 81 62 89 20 87 70 32 89 55 89 73 32 82 65 9 45 19 6 70 40 
83 81 9 61 25 94 23 13 82 81 19 86 52 5 21 75 17 54 99 90 32 17 34 1 7 92 63 3 33 12 82 14 15 56 17 68 94 52 55 62 38 45 96 88 25 51 46 71 95 4 
14 44 23 20 18 59 89 61 11 75 59 72 24 36 14 21 54 61 30 97 100 95 25 99 73 99 28 57 50 72 100 100 77 6 18 87 7 79 96 17 40 19 72 11 41 9 7 92 21 86 
47 95 25 31 1 88 53 50 2 46 73 25 2 82 9 82 10 15 74 62 5 71 61 82 66 53 6 29 2 75 47 48 36 72 51 53 95 74 19 58 38 19 47 32 81 8 26 58 80 87 
68 46 67 91 34 19 46 77 97 39 61 92 43 70 3 100 64 72 93 46 5 30 100 57 6 3 32 10 5 34 45 24 8 35 77 74 18 72 21 90 18 73 58 36 56 37 95 19 5 38 
44 5 52 98 6 9 32 41 27 55 87 31 64 68 58 21 2 5 20 67 98 43 7 54 94 52 49 28 99 15 63 50 21 5 55 92 33 81 14 97 15 58 64 34 69 47 11 57 82 67 
