jobs 100
stage 8
machines 5 5 5 5 5 5 5 5 
*Pro_req*
3 2 3 5 4 4 1 1 2 3 4 3 5 4 4 5 4 2 5 3 4 5 5 1 5 4 3 2 2 5 5 2 1 4 4 5 3 4 4 1 2 3 2 3 2 3 3 2 2 5 4 1 3 1 1 1 4 4 1 3 1 1 2 5 1 1 2 1 5 2 4 4 3 5 2 3 2 3 5 5 4 2 1 2 4 5 2 1 5 5 2 2 1 5 4 3 3 5 3 3 
1 3 2 4 2 2 5 4 1 5 5 4 1 1 3 2 4 2 5 4 3 4 1 5 1 4 4 1 5 5 1 3 3 3 2 1 1 5 3 1 2 1 3 3 2 3 5 2 1 5 5 1 3 4 4 1 2 4 2 4 1 2 3 4 3 1 3 4 1 5 2 1 4 4 4 2 5 4 1 2 1 2 1 2 2 4 2 3 1 3 1 3 5 3 5 1 5 2 5 1 
4 1 5 5 5 4 5 4 3 1 2 1 3 4 2 4 5 3 2 1 4 3 5 4 5 1 4 4 2 1 1 3 3 2 4 2 5 2 1 2 2 4 3 2 2 4 3 2 3 5 4 4 1 4 5 3 1 1 1 1 2 3 4 1 3 2 1 3 4 3 2 2 2 5 1 4 5 3 4 1 2 3 1 2 5 3 2 4 5 2 1 5 5 2 1 3 1 4 2 3 
1 3 3 2 3 1 2 2 3 3 1 1 4 4 4 2 5 2 3 3 5 1 3 5 3 1 2 1 1 2 5 5 5 1 2 1 2 2 1 3 2 1 5 2 1 4 3 5 5 4 3 3 2 3 5 4 3 3 2 4 1 2 4 1 4 1 3 4 4 3 4 3 1 4 4 4 3 1 4 4 1 3 5 3 2 5 2 1 3 5 2 1 1 5 5 3 1 4 4 5 
1 5 4 4 1 5 5 1 5 1 2 3 5 4 4 1 3 4 5 4 2 2 1 3 3 4 1 1 5 5 5 1 5 4 1 2 1 4 1 1 2 1 1 3 5 3 1 4 2 3 3 3 5 5 2 2 2 3 4 4 4 4 3 2 3 2 3 1 4 4 1 1 2 2 1 1 3 4 2 1 1 5 1 3 4 4 2 5 4 4 5 1 4 2 2 4 1 5 3 3 
1 3 2 3 5 4 4 2 2 1 2 5 3 2 2 5 3 3 2 2 3 5 2 5 4 4 1 5 5 5 3 3 1 2 5 5 2 5 2 2 3 2 5 3 2 4 3 2 2 1 5 3 1 2 2 5 2 1 3 1 1 2 2 3 5 2 5 5 4 3 3 2 2 3 1 2 5 3 2 3 1 2 3 1 5 5 4 4 5 4 4 5 1 1 1 3 1 2 5 2 
2 5 2 5 1 1 3 1 1 2 4 5 3 1 1 4 5 1 3 5 5 2 5 3 3 5 5 5 4 4 3 3 1 3 1 2 3 2 1 4 2 3 2 4 1 3 5 4 5 5 4 5 3 4 5 3 5 1 5 5 5 3 5 5 4 1 5 1 5 1 3 4 5 1 1 2 4 5 4 3 5 4 2 2 1 3 4 4 2 4 4 4 1 3 1 3 3 2 1 3 
5 2 1 2 2 1 1 1 5 1 3 5 5 1 3 3 1 1 1 4 5 2 1 3 4 1 4 4 4 2 2 1 2 3 3 3 2 5 2 4 5 1 1 4 5 2 5 3 1 3 4 2 5 2 4 3 3 5 1 5 3 4 3 1 2 2 4 3 4 2 4 4 2 4 3 4 3 3 4 1 5 5 5 2 5 4 5 4 3 2 3 1 5 4 4 3 3 3 3 3 
*Pro_time*
68 89 73 48 82 29 44 94 4 46 62 70 42 75 60 88 4 59 90 17 53 81 80 97 6 61 43 29 13 71 27 70 46 31 13 76 24 87 53 27 80 98 44 4 31 5 96 79 43 59 97 75 72 23 39 39 86 25 36 33 67 57 58 56 60 42 25 90 28 73 79 1 72 75 57 71 53 50 29 82 25 88 8 74 3 54 49 92 16 39 12 43 29 85 27 12 85 48 54 83 
20 20 92 30 39 5 68 81 7 27 10 55 50 33 70 61 82 23 6 58 13 21 61 36 28 96 35 75 78 10 96 90 58 17 73 69 27 65 6 34 43 34 1 6 36 30 55 99 92 15 59 13 52 93 92 10 51 2 100 36 83 5 98 50 52 12 1 71 91 94 19 13 56 2 6 49 16 90 68 33 90 96 61 35 39 61 82 60 11 34 38 75 67 46 94 63 21 32 63 2 
13 62 18 27 85 48 17 34 22 50 39 29 27 33 46 5 82 80 72 62 74 2 10 5 49 66 62 81 39 96 6 4 18 6 12 67 61 99 19 66 88 13 72 85 44 58 29 21 77 96 20 20 86 28 19 61 67 38 16 95 73 58 97 11 65 12 90 68 41 20 38 7 42 57 22 66 73 43 20 79 97 12 13 20 90 15 33 65 90 58 86 59 43 95 41 1 79 43 51 29 
81 59 16 23 33 89 52 39 72 39 36 87 58 46 69 71 52 36 8 99 86 60 10 30 75 51 51 71 45 20 13 70 70 66 48 59 4 3 49 90 64 10 35 69 92 36 59 23 60 27 33 59 23 17 17 82 19 9 20 54 50 91 57 12 81 74 5 68 93 56 94 50 15 15 66 99 43 58 79 49 25 49 19 73 47 11 9 67 47 70 61 14 74 18 58 36 49 21 24 57 
80 95 17 84 70 92 42 99 12 100 40 5 96 90 25 89 63 83 25 97 45 100 23 92 4 32 18 16 23 55 18 17 39 30 35 3 59 6 56 5 38 18 47 75 90 33 52 38 80 43 35 2 92 19 47 10 9 38 58 64 49 99 38 86 76 23 36 62 51 46 59 14 5 56 19 87 39 92 47 57 75 44 37 11 5 16 4 79 14 79 10 69 85 70 27 6 47 67 45 96 
89 34 52 59 5 27 48 80 93 25 2 98 61 86 2 81 83 95 98 72 86 35 34 89 3 96 47 60 76 7 40 55 97 78 3 19 75 57 74 75 86 22 51 37 14 46 81 74 7 8 39 42 67 93 62 46 63 17 60 92 5 59 57 45 95 25 48 48 26 81 57 89 99 97 15 30 16 17 73 40 35 28 48 100 37 76 78 72 33 84 86 41 42 54 44 65 90 31 45 30 
39 88 44 28 55 1 14 6 98 55 76 79 98 25 71 42 14 2 19 24 39 43 74 11 2 93 87 41 23 95 44 56 7 90 70 29 33 97 38 44 94 13 18 21 59 71 82 9 85 100 74 1 10 54 80 96 40 12 100 6 37 36 41 2 90 16 18 30 28 20 2 41 100 49 32 96 60 15 91 82 60 9 28 94 99 93 42 97 81 77 95 74 49 78 77 12 70 94 51 99 
96 16 63 100 69 48 78 91 39 99 57 62 46 60 43 78 50 6 45 2 83 52 39 21 80 96 56 62 10 40 3 86 81 32 68 9 100 98 80 59 14 47 99 62 46 26 72 73 10 44 99 62 95 73 99 19 7 51 27 85 6 39 39 85 88 78 74 75 3 100 84 6 59 62 29 55 50 56 1 5 36 81 73 36 52 11 77 58 25 46 35 30 26 46 76 67 80 38 85 46 
