jobs 100
stage 8
machines 5 5 5 5 5 5 5 5 
*Pro_req*
4 3 1 2 1 5 4 5 3 2 2 3 3 1 4 3 5 1 1 3 2 1 5 4 2 2 3 4 2 5 5 5 1 2 2 5 4 4 3 5 5 5 2 4 5 5 2 3 5 5 5 4 4 2 5 3 5 5 5 4 1 3 5 4 3 5 2 1 4 4 3 3 5 5 3 1 3 4 4 4 3 3 4 2 1 3 5 4 5 1 2 1 5 2 2 1 3 1 4 1 
2 2 1 3 2 4 5 4 2 3 3 4 3 5 2 4 4 4 5 2 3 4 3 5 1 3 3 2 2 1 3 5 3 3 1 3 5 4 4 2 4 5 3 1 4 4 1 1 5 3 2 3 2 2 1 3 5 2 1 2 4 2 2 3 5 1 2 4 2 1 1 1 5 2 3 5 2 1 3 2 3 3 1 5 5 5 1 1 5 5 3 4 4 2 5 5 5 1 2 2 
1 4 3 2 3 4 2 2 3 4 5 1 2 3 5 5 4 4 3 2 1 3 1 4 5 2 1 3 4 1 5 1 1 5 3 1 4 2 1 4 4 4 1 2 1 1 3 5 3 1 5 3 5 2 1 3 3 4 5 3 4 2 3 5 5 1 1 5 5 3 4 2 5 5 1 3 5 5 1 2 2 4 4 3 5 2 2 2 3 1 4 4 1 5 3 2 4 3 3 4 
4 1 4 1 1 4 2 1 3 3 4 4 4 5 4 1 3 2 5 3 4 2 3 5 2 1 3 5 5 3 1 3 5 5 5 4 1 4 4 5 5 3 1 4 5 5 2 3 3 5 2 5 4 2 2 5 5 3 1 2 4 3 1 4 1 3 3 4 1 1 1 4 2 5 2 2 2 3 1 4 1 4 3 1 5 2 2 1 5 2 4 4 5 2 4 5 3 4 3 2 
3 2 3 5 2 4 2 5 1 3 1 2 4 3 4 5 3 1 4 5 5 5 5 5 4 3 4 3 5 2 4 4 4 5 5 5 3 5 1 5 2 1 2 5 3 2 2 5 3 3 1 5 1 2 5 5 4 4 3 5 4 2 4 5 5 2 1 1 5 4 3 4 4 4 5 5 1 2 3 5 3 3 5 3 5 2 1 2 1 4 2 5 2 5 5 2 2 4 3 4 
3 3 1 5 2 4 3 1 1 5 5 3 5 2 2 4 5 4 3 4 1 4 3 2 4 3 3 5 5 5 5 4 2 2 3 5 2 4 3 1 3 5 2 4 4 1 5 3 3 5 1 2 5 4 3 5 1 2 1 3 5 4 2 1 5 3 5 1 5 3 2 1 3 2 3 1 5 4 3 5 3 2 5 3 3 3 3 1 3 3 4 5 3 3 4 5 4 1 3 3 
2 5 5 3 4 1 4 3 2 2 1 4 5 4 1 1 5 5 4 4 2 2 3 2 2 1 4 4 5 4 3 4 2 4 5 3 3 2 1 4 4 5 1 5 3 3 5 5 3 1 1 4 4 1 3 1 4 1 2 2 5 1 5 2 2 1 3 2 5 5 1 1 1 2 2 3 1 2 1 2 2 1 3 5 4 4 1 5 5 5 2 4 5 2 4 5 2 5 5 3 
4 3 2 2 2 3 3 5 4 5 3 2 4 5 2 1 2 2 2 5 2 5 2 4 3 5 4 3 3 1 1 5 2 2 3 3 3 5 5 1 5 2 3 2 3 3 4 5 5 1 4 3 2 1 1 3 2 1 2 3 3 4 3 2 3 3 2 1 3 4 2 2 5 5 4 2 4 1 5 2 5 1 3 4 4 4 2 2 2 3 4 5 2 1 2 3 4 4 5 3 
*Pro_time*
78 88 10 7 49 62 85 87 37 98 16 93 39 21 66 49 32 78 65 88 8 55 73 6 61 64 81 37 25 45 4 52 22 44 54 76 59 93 59 85 56 63 43 79 69 55 68 87 9 53 100 39 29 71 91 63 19 42 32 52 86 37 62 36 13 11 94 40 28 73 22 19 59 8 38 45 61 68 25 25 60 43 36 49 72 51 84 96 82 63 55 85 80 28 78 84 58 27 37 58 
96 84 87 10 63 56 85 29 11 20 17 19 53 68 39 72 39 7 20 30 58 68 51 8 37 66 96 60 60 12 52 55 82 88 61 39 15 100 51 75 39 95 52 2 76 94 99 31 3 65 84 88 64 84 42 5 48 31 2 74 42 92 59 66 80 17 32 68 16 35 19 10 25 74 62 74 88 81 82 93 51 9 51 46 92 89 12 66 64 85 16 43 58 85 16 35 19 13 47 67 
59 12 90 4 92 90 21 77 51 2 56 34 19 81 4 13 42 36 45 79 27 70 15 73 93 84 74 41 72 50 90 9 83 33 31 4 51 27 26 99 50 70 96 3 49 85 22 87 16 95 29 46 92 35 97 32 99 6 37 84 16 83 63 68 23 59 60 81 3 12 21 33 45 44 2 49 34 10 16 31 61 4 15 50 96 42 56 51 35 27 18 13 27 6 62 21 94 44 81 66 
99 45 8 6 36 2 66 26 32 29 68 98 34 10 76 54 42 72 63 72 28 7 26 40 38 55 62 70 41 61 77 48 6 37 81 67 94 17 21 53 61 41 13 13 30 98 94 100 29 71 66 98 42 67 93 7 88 86 61 59 63 33 11 98 27 60 18 74 74 90 39 23 33 64 22 27 2 7 52 48 8 98 6 2 56 91 26 11 8 31 5 25 24 91 31 32 99 61 44 63 
78 14 53 87 74 9 30 30 9 60 34 58 73 48 58 16 13 96 63 81 23 25 51 75 23 85 12 22 88 69 29 56 40 48 32 23 79 38 48 83 82 83 1 19 43 84 35 95 22 80 32 45 53 13 32 24 83 84 73 10 86 38 94 76 64 43 54 47 64 9 6 59 21 43 33 41 60 42 85 68 64 97 15 40 18 11 1 10 26 96 58 7 16 84 10 55 28 17 10 22 
25 4 29 34 96 79 89 9 39 53 72 83 38 78 77 100 19 68 19 12 17 79 90 4 44 82 88 28 49 75 68 92 56 20 7 11 75 35 25 15 23 61 10 70 39 96 94 72 10 38 55 41 59 32 94 1 1 83 29 38 12 95 17 3 16 59 99 55 24 39 81 30 15 47 81 36 16 84 89 88 33 74 69 53 100 25 92 65 18 34 78 19 76 30 12 40 92 39 59 84 
81 50 10 26 67 100 91 32 99 21 88 93 58 77 75 18 45 99 77 54 55 31 47 67 42 92 47 25 15 70 81 10 56 89 5 75 41 14 96 73 7 23 7 36 19 92 77 97 87 98 54 61 37 4 98 11 40 12 42 53 22 1 90 77 98 14 41 100 56 55 62 36 16 1 19 22 36 88 58 29 33 62 42 65 12 51 76 37 70 38 74 92 34 64 66 77 28 87 40 65 
75 88 97 45 69 97 42 6 25 7 34 98 55 84 25 100 16 3 71 3 99 83 2 67 5 47 31 44 61 45 16 60 40 76 99 91 36 32 93 41 41 5 73 91 43 97 29 87 54 2 8 26 83 1 53 49 23 16 43 49 74 21 9 15 99 96 85 88 42 4 96 63 10 90 33 94 3 66 62 46 6 57 30 72 66 7 72 14 57 50 31 70 1 79 15 47 49 10 97 75 
