jobs 100
stage 8
machines 1 2 4 5 1 1 4 5 
*Pro_req*
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 2 2 2 1 2 2 1 2 1 2 1 2 1 1 1 1 2 1 1 1 2 1 2 2 2 2 1 1 2 2 1 1 2 2 1 2 2 1 2 1 2 2 2 2 2 2 1 1 2 1 1 2 1 1 2 2 1 2 2 1 2 1 2 2 2 2 1 1 1 1 2 2 1 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 1 1 2 1 1 2 1 1 1 2 1 
3 1 2 3 4 1 1 4 1 3 3 1 3 1 4 2 2 3 4 2 3 3 2 3 3 1 1 2 2 3 4 1 2 2 4 3 2 4 2 2 3 1 4 1 1 1 1 4 3 2 1 2 3 1 2 2 3 1 2 3 3 3 4 4 2 1 1 3 1 3 1 2 1 2 3 3 2 4 1 2 3 4 3 2 3 2 3 3 3 1 4 4 1 1 3 4 2 3 1 4 
5 2 3 4 4 3 4 2 2 1 2 4 2 3 5 1 3 5 5 4 4 1 1 2 1 5 2 2 1 4 2 4 3 5 4 4 2 5 2 5 2 5 5 3 4 1 3 1 4 5 2 5 1 1 5 4 2 3 5 2 5 1 2 4 4 4 4 1 3 4 4 1 5 2 5 4 4 3 3 4 5 5 4 2 4 3 3 2 1 2 4 2 1 2 1 3 5 4 2 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
4 1 1 3 1 1 2 4 2 3 2 3 1 1 1 2 2 1 1 2 1 3 3 2 4 3 4 4 1 4 3 3 1 4 3 4 4 2 2 1 1 2 3 4 1 1 4 2 2 3 2 3 1 2 1 3 4 2 4 4 4 1 2 4 3 1 4 1 4 2 3 3 4 1 1 4 2 1 4 3 2 1 3 4 4 1 4 1 4 1 3 2 4 2 2 3 2 3 2 4 
1 5 2 1 2 5 4 3 4 3 1 1 5 1 5 1 4 2 4 1 4 1 5 4 5 3 5 2 4 5 5 5 1 4 1 1 4 3 2 2 1 2 3 3 3 4 3 2 5 4 2 2 2 1 2 5 5 1 1 1 1 2 3 2 5 5 1 3 3 2 4 1 4 1 2 2 2 5 2 2 3 2 3 5 4 3 4 4 2 1 4 5 1 2 5 2 2 3 5 3 
*Pro_time*
90 39 51 35 53 99 66 32 75 89 43 86 82 83 94 98 67 69 100 93 96 40 94 39 70 86 76 82 51 8 18 28 34 7 42 66 7 21 49 80 22 62 25 83 33 79 75 77 87 79 21 17 70 95 52 41 28 46 62 93 73 85 19 20 48 17 13 63 65 51 84 1 62 82 54 66 26 56 83 12 69 38 38 58 46 37 45 31 55 82 34 56 36 81 47 76 71 15 17 76 
