jobs 100
stage 5
machines 4 5 2 1 4 
*Pro_req*
4 4 3 4 1 2 4 3 3 1 1 1 4 2 3 3 1 3 3 4 1 1 2 4 1 1 1 2 1 2 4 3 2 4 2 2 1 3 3 1 2 2 3 2 3 3 2 2 3 3 3 1 4 2 3 1 2 3 1 1 4 3 4 2 1 2 2 4 1 3 4 1 2 1 1 4 4 3 1 4 2 4 1 3 2 4 1 1 3 4 2 3 3 2 3 3 2 1 1 1 
2 5 1 4 3 1 3 1 1 4 5 3 5 5 1 2 2 1 5 2 1 4 5 2 4 1 5 2 5 5 3 4 3 3 3 1 4 4 2 1 2 5 4 2 2 1 3 5 2 2 5 2 3 2 4 2 3 5 1 5 5 1 3 4 4 4 3 2 4 1 1 1 2 1 4 2 4 4 4 5 1 3 5 5 5 2 3 5 2 3 1 4 2 4 2 4 2 4 3 4 
1 1 2 2 2 1 1 1 1 1 1 1 1 2 2 1 2 1 2 1 1 2 1 2 2 1 1 2 1 1 1 1 2 2 1 1 1 2 2 1 1 1 2 2 2 2 1 1 1 1 1 2 2 1 2 1 2 2 1 1 2 1 2 1 1 1 1 1 1 1 2 1 2 2 1 2 2 2 1 2 2 2 2 2 2 1 2 2 1 2 1 1 2 2 1 1 1 1 2 2 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
4 3 1 4 3 1 1 1 2 1 3 1 3 1 1 1 2 3 2 1 1 3 2 4 3 2 4 2 4 4 2 1 1 2 3 2 4 3 1 1 1 3 4 4 2 2 1 2 3 2 2 2 3 2 1 3 3 1 2 4 4 1 1 3 4 2 2 1 3 2 1 3 2 3 1 1 1 3 4 4 1 4 1 3 3 2 1 1 3 1 3 2 3 4 4 1 4 4 3 2 
*Pro_time*
21 100 71 22 11 43 90 32 52 48 84 31 59 94 27 47 84 36 31 81 27 24 32 51 55 53 19 83 49 67 77 72 48 16 81 42 51 25 24 66 78 83 47 93 16 34 73 40 23 52 22 99 57 42 23 5 63 27 59 20 83 30 69 41 76 33 22 92 10 94 18 13 78 87 59 48 83 82 97 17 29 67 54 80 78 85 28 28 43 5 55 42 72 51 60 6 38 45 12 83 
70 74 72 17 30 16 52 59 33 61 32 23 43 13 77 30 96 80 28 89 89 92 37 63 83 81 46 20 4 99 28 87 53 28 86 1 100 36 79 99 97 72 79 60 98 70 90 39 44 37 36 16 85 53 40 51 8 23 99 24 58 80 68 56 77 53 85 77 90 17 19 15 17 12 38 18 66 51 30 81 97 71 80 75 4 30 13 83 81 8 86 99 47 41 22 72 48 46 49 20 
73 44 60 62 49 45 61 96 89 96 34 36 57 1 6 42 43 40 76 98 7 81 98 22 78 75 38 33 82 58 59 40 81 70 80 73 81 99 62 6 82 21 71 12 31 55 45 5 20 8 7 18 49 49 16 38 42 38 82 27 13 42 26 41 34 79 69 51 21 94 97 79 49 16 98 50 37 56 51 97 22 12 4 72 17 5 30 90 100 71 30 13 6 61 75 61 18 26 4 35 
5 12 45 72 71 51 33 4 46 11 57 26 91 14 64 79 64 44 31 50 48 82 57 60 72 7 49 68 23 27 10 71 69 23 61 58 46 48 28 3 83 84 91 41 93 36 56 54 36 17 47 41 22 69 68 69 26 78 23 4 8 5 14 54 3 64 56 92 37 80 36 95 64 45 2 33 67 30 79 73 46 6 27 90 34 35 78 92 50 74 95 14 22 12 62 83 11 75 73 60 
81 24 24 94 58 55 11 82 73 13 34 96 61 61 95 25 27 86 48 98 91 21 99 37 1 29 36 25 99 2 34 53 51 66 56 41 7 76 90 68 27 25 54 24 89 17 49 76 19 83 84 52 41 65 15 57 20 74 49 52 60 71 48 69 71 52 74 69 18 65 92 49 78 86 94 33 83 46 42 56 23 95 100 88 67 61 34 52 41 100 54 50 66 73 7 35 2 48 5 52 
