jobs 100
stage 5
machines 3 5 3 2 3 
*Pro_req*
2 2 2 1 3 1 2 1 3 2 3 2 3 2 1 3 1 2 2 1 1 3 3 3 2 2 1 3 2 3 3 3 3 2 3 3 3 1 1 2 1 3 3 1 1 1 2 1 1 1 3 1 1 3 1 3 1 1 3 1 2 2 1 3 1 2 2 2 2 3 2 2 3 2 3 1 2 3 2 3 3 2 2 3 2 1 2 3 3 2 2 3 2 3 1 3 1 2 2 1 
3 3 1 3 2 2 3 4 3 1 1 3 1 2 4 2 4 4 3 4 1 5 2 2 1 1 3 4 4 2 3 5 3 5 3 3 1 5 5 4 3 4 3 1 3 3 4 4 2 3 5 5 4 4 3 5 3 1 3 2 4 1 1 3 3 3 1 2 1 2 1 3 2 3 1 1 1 3 4 3 2 3 5 5 5 4 2 5 3 4 5 4 3 3 4 2 1 5 4 1 
1 2 1 3 1 1 3 2 2 1 2 1 2 3 3 2 1 2 3 2 1 1 2 1 1 3 2 2 2 1 2 3 2 1 1 2 3 3 1 2 1 2 2 3 2 2 3 1 2 3 1 2 1 1 3 2 3 1 2 2 1 1 1 1 3 1 3 1 2 1 1 3 1 1 2 2 1 2 1 3 3 2 1 1 1 1 3 1 1 3 3 2 2 2 1 2 2 1 2 1 
2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 1 2 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 2 2 2 2 2 2 1 2 1 2 2 2 2 1 1 1 1 2 2 1 2 1 1 2 1 2 2 2 1 2 2 2 2 1 1 2 2 2 2 2 1 1 1 2 2 1 2 1 1 2 2 2 2 1 2 1 2 1 2 2 2 2 1 2 2 1 
1 1 3 2 1 3 3 3 2 3 2 3 1 2 2 3 3 3 3 2 3 3 3 1 3 1 1 3 3 3 3 3 1 2 2 1 2 2 1 2 3 3 1 1 3 3 3 3 3 3 2 1 3 3 3 3 1 1 1 2 1 2 3 3 3 1 2 1 3 2 2 3 2 2 2 3 1 1 3 3 2 2 3 2 1 2 1 2 3 1 3 3 2 1 1 3 2 1 2 2 
*Pro_time*
78 35 95 68 34 9 19 50 20 56 1 92 20 16 88 96 65 98 17 37 75 63 80 18 37 89 48 1 52 15 81 23 19 74 16 41 45 89 28 94 94 96 64 15 92 58 50 11 96 62 10 25 49 56 89 37 59 39 10 76 97 16 79 93 30 56 99 35 80 84 64 51 94 7 21 31 80 20 5 92 55 32 83 51 58 78 78 84 76 17 35 51 25 29 28 18 99 29 62 92 
56 34 55 32 5 16 94 85 6 62 52 71 46 7 20 89 54 53 7 98 85 62 87 93 56 17 37 68 92 69 69 29 94 24 7 87 33 15 14 28 69 84 48 83 1 49 3 92 83 64 21 56 11 31 19 94 63 3 53 62 42 51 68 94 32 21 7 14 86 98 23 10 31 22 98 6 100 54 96 98 25 47 97 58 84 96 6 88 35 8 76 49 82 29 75 83 94 26 85 46 
2 80 16 72 89 36 42 9 19 18 35 99 32 18 29 100 31 55 36 41 44 41 58 82 38 4 87 12 17 29 83 74 29 23 95 10 89 70 67 54 69 97 9 25 63 7 57 46 44 47 19 93 28 34 10 6 62 23 4 15 82 79 29 20 23 65 82 41 37 46 78 31 3 43 80 9 61 31 98 85 46 90 22 54 42 58 96 64 44 55 41 84 66 81 38 89 11 32 62 45 
90 38 36 29 75 40 25 26 65 84 62 25 72 41 29 8 76 34 48 67 58 34 25 10 22 82 75 40 7 21 51 6 65 73 24 54 71 77 86 41 94 45 41 94 83 55 9 13 21 87 40 84 81 1 20 38 68 77 74 37 57 58 21 23 61 7 40 95 50 71 23 87 46 58 25 79 82 10 60 100 63 43 9 77 54 51 53 67 54 74 6 55 28 40 47 88 69 75 74 92 
93 83 20 9 35 59 96 25 4 5 88 62 58 52 2 48 34 77 39 11 67 28 60 84 56 8 41 66 41 4 7 72 35 1 1 25 50 73 25 56 19 3 70 5 79 14 69 61 10 1 7 53 24 74 79 74 9 68 48 11 88 15 26 1 15 69 41 62 55 74 73 38 56 11 22 42 87 39 66 33 18 94 94 10 40 63 82 11 45 90 13 38 100 16 74 41 49 82 19 59 
