jobs 20
stage 5
machines 5 5 5 5 5 
*Pro_req*
5 4 3 4 1 4 4 1 4 2 3 2 3 2 5 1 3 5 5 2 
3 3 1 5 2 3 3 1 1 1 4 4 5 4 3 3 1 1 1 1 
3 5 5 1 5 3 5 5 5 1 3 2 5 5 1 5 3 4 4 4 
5 3 3 5 3 3 5 3 4 5 4 5 5 4 1 3 5 2 1 5 
5 2 1 1 1 2 3 1 3 4 4 1 3 3 4 4 2 4 1 2 
*Pro_time*
57 9 23 49 42 29 42 71 39 19 73 80 80 17 72 67 6 53 40 12 
41 11 44 35 55 60 27 1 15 56 10 93 74 78 57 91 10 67 25 95 
5 80 74 86 19 39 4 98 86 61 72 48 95 84 26 4 76 17 42 65 
67 16 54 72 28 24 50 51 34 51 77 26 95 13 79 51 82 8 51 31 
57 21 90 53 63 58 67 50 79 3 16 18 34 43 92 74 87 13 55 92 
