jobs 20
stage 5
machines 4 3 3 1 3 
*Pro_req*
2 4 4 3 2 1 2 2 2 4 1 4 3 3 4 4 1 2 4 4 
1 3 2 3 2 1 3 3 2 2 1 3 1 1 1 2 1 3 3 2 
3 1 1 3 2 2 2 3 3 1 3 1 2 2 1 3 1 2 3 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 3 2 1 3 3 3 1 3 3 1 3 2 1 1 3 2 1 2 3 
*Pro_time*
100 16 31 5 29 5 39 29 59 49 70 85 37 97 27 41 82 81 1 17 
25 4 100 89 33 47 6 52 77 90 22 53 91 10 100 86 19 38 34 71 
98 15 75 58 71 93 55 14 56 51 62 96 2 92 34 17 76 94 87 76 
11 5 19 39 80 24 55 80 21 5 86 46 89 61 76 77 78 44 24 20 
84 2 12 39 25 15 37 50 78 35 82 28 56 48 20 11 4 20 28 26 
