jobs 20
stage 5
machines 5 2 3 2 2 
*Pro_req*
2 4 4 4 2 3 3 4 2 4 1 2 3 4 2 1 3 5 3 5 
2 1 1 2 2 1 2 1 2 1 2 2 2 1 2 1 2 1 1 1 
1 2 1 1 3 3 3 2 1 2 1 1 3 3 2 1 2 2 2 1 
1 1 2 1 2 1 1 2 2 2 1 1 2 1 2 2 1 2 2 1 
2 1 2 2 2 2 1 1 2 1 2 1 2 1 1 1 2 1 2 1 
*Pro_time*
12 16 6 29 98 69 55 95 21 76 48 58 9 59 62 94 26 80 13 29 
33 49 47 71 44 28 97 55 6 35 60 37 11 8 99 31 77 100 91 16 
30 70 66 45 16 20 46 28 53 61 3 69 30 77 64 69 9 7 28 79 
57 92 45 43 18 53 95 71 67 10 48 40 85 48 71 35 20 96 51 17 
31 40 38 50 3 92 3 42 61 42 24 17 43 18 42 72 96 17 60 23 
