jobs 20
stage 8
machines 3 5 2 2 3 1 5 4 
*Pro_req*
3 1 1 1 2 2 2 3 1 3 1 1 3 1 1 1 1 3 1 3 
4 4 3 5 1 1 2 3 5 1 3 3 1 2 1 4 1 3 5 1 
1 2 1 2 2 2 1 1 1 2 2 2 1 1 2 1 1 1 1 1 
1 2 1 2 2 1 1 2 1 1 1 1 2 2 2 2 1 1 1 2 
3 3 2 2 3 2 1 1 1 3 2 2 1 1 3 1 1 2 2 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 5 4 3 4 2 3 1 4 4 3 4 1 4 2 3 4 5 2 
3 1 1 3 1 3 3 1 3 1 4 1 4 1 1 4 3 3 1 4 
*Pro_time*
77 68 81 56 21 18 74 3 40 17 52 41 54 97 65 52 62 35 11 14 
15 2 47 32 94 11 21 16 89 81 90 71 19 1 48 69 92 90 18 74 
86 49 67 51 17 5 62 49 76 2 17 92 82 49 46 34 7 39 52 59 
56 60 49 68 99 74 44 20 60 76 37 93 50 32 28 8 45 57 30 79 
47 37 76 46 50 100 44 3 45 19 72 26 9 46 20 55 88 97 48 5 
18 40 52 89 35 60 92 71 60 24 97 54 87 47 39 78 33 33 38 3 
67 84 88 96 85 50 68 53 32 37 18 26 52 17 56 56 34 31 17 46 
6 69 44 63 69 15 23 91 89 52 68 72 54 55 30 31 37 2 26 3 
