jobs 20
stage 8
machines 5 5 5 5 5 5 5 5 
*Pro_req*
3 4 1 2 3 5 4 5 1 1 4 1 2 4 5 2 3 2 3 1 
3 4 2 3 4 2 3 3 1 5 3 1 1 4 4 4 2 1 3 5 
3 2 1 5 5 3 2 3 5 2 1 1 2 1 2 3 4 5 5 1 
1 4 5 3 3 3 2 1 4 2 4 2 3 3 5 5 4 4 5 1 
3 1 1 4 4 3 2 2 3 2 3 3 4 5 1 2 3 5 4 3 
1 1 3 2 3 4 1 5 4 2 3 1 2 5 3 2 3 2 2 2 
1 1 1 3 5 3 3 1 4 3 4 3 5 4 4 1 5 1 4 2 
5 1 5 4 1 1 2 3 1 1 4 3 4 4 5 2 1 3 2 5 
*Pro_time*
10 44 47 43 12 14 2 27 75 92 100 22 25 16 38 52 25 84 56 12 
25 21 73 80 47 6 59 89 54 15 85 64 89 86 85 46 83 71 55 49 
11 24 58 19 90 53 92 95 85 64 34 80 82 78 19 86 21 58 68 57 
100 98 69 19 33 51 60 5 93 13 83 92 4 16 76 71 81 41 61 71 
37 72 29 5 85 7 80 63 43 93 15 40 51 55 52 17 38 13 89 47 
47 44 33 99 7 100 72 24 60 97 3 15 6 2 6 62 50 15 7 60 
7 45 95 38 64 27 36 65 6 95 68 21 73 98 78 42 12 19 59 58 
42 26 30 74 7 77 71 87 3 5 8 35 83 43 59 44 87 40 28 13 
