jobs 20
stage 8
machines 5 5 5 5 5 5 5 5 
*Pro_req*
3 5 2 3 1 3 1 4 3 5 1 5 5 4 4 5 1 3 3 1 
2 5 5 2 2 5 1 4 3 4 5 4 5 4 1 1 5 2 2 1 
5 3 4 4 3 2 3 4 3 3 2 1 4 4 5 1 1 2 4 4 
4 1 4 3 2 4 1 3 3 5 4 2 4 5 2 2 2 2 4 1 
4 1 1 3 2 2 5 1 5 2 1 5 1 5 3 4 1 3 3 1 
2 3 1 3 2 1 5 4 2 1 5 1 5 1 2 3 3 3 2 3 
5 1 4 2 3 2 5 5 5 2 2 3 5 5 2 3 1 4 1 4 
5 1 3 1 1 3 2 4 1 2 5 2 2 5 2 3 2 4 1 3 
*Pro_time*
72 49 58 21 57 64 3 97 10 27 88 58 89 34 64 34 66 20 37 16 
24 92 45 29 14 81 85 95 14 95 13 36 27 17 62 24 19 46 72 86 
75 69 93 32 32 26 23 68 93 82 8 26 56 34 16 25 20 58 40 39 
30 83 3 27 29 17 61 89 50 77 95 89 64 90 46 9 83 93 57 87 
93 52 7 73 34 51 94 35 45 39 59 1 100 94 11 39 71 20 17 70 
25 7 30 65 4 76 83 44 70 21 22 49 71 10 74 61 72 8 59 40 
67 66 21 41 36 22 23 59 78 88 18 55 7 46 88 50 87 14 85 41 
95 6 74 22 87 84 60 85 40 93 14 55 88 96 1 50 79 4 28 47 
