jobs 20
stage 8
machines 5 5 5 5 5 5 5 5 
*Pro_req*
4 4 1 4 4 1 5 4 1 3 4 2 1 4 2 2 1 1 5 4 
4 2 3 5 3 3 5 5 3 3 2 5 4 1 3 5 3 3 3 4 
4 5 2 3 1 3 5 2 4 2 1 4 1 3 1 1 1 5 1 1 
1 3 4 3 2 4 2 5 4 4 2 4 5 5 2 5 2 2 4 1 
5 3 4 3 5 2 3 5 4 3 4 2 5 3 5 4 1 3 2 4 
2 1 3 1 4 2 4 3 1 5 3 5 3 2 2 3 2 4 4 1 
4 3 5 5 3 2 3 4 4 3 4 4 1 2 3 4 5 2 2 2 
2 2 2 3 4 1 5 4 5 3 4 4 5 4 3 1 3 5 1 4 
*Pro_time*
91 34 10 69 66 57 46 87 62 34 97 17 40 80 80 93 39 12 61 27 
82 78 64 7 66 15 91 63 33 83 49 44 13 8 44 67 34 61 72 77 
67 10 57 20 13 1 62 56 90 82 54 54 68 90 3 17 76 2 32 43 
70 34 40 3 53 20 83 60 62 24 60 35 21 50 95 30 55 49 60 71 
3 69 73 80 67 95 61 16 54 97 100 55 5 69 3 85 34 34 65 91 
31 89 73 45 91 87 13 68 39 43 66 60 56 86 90 27 27 47 3 66 
19 89 85 21 42 16 59 4 57 92 2 76 41 76 72 76 42 43 68 4 
23 88 26 39 66 69 70 53 9 17 100 44 38 17 39 15 4 63 72 35 
