jobs 20
stage 8
machines 5 5 5 5 5 5 5 5 
*Pro_req*
3 1 2 2 1 1 3 1 4 4 3 3 5 4 1 1 1 5 1 2 
3 2 3 5 5 1 3 5 3 3 5 5 5 5 1 4 4 3 4 2 
2 4 2 3 2 3 3 1 3 2 3 5 1 2 5 1 5 3 4 1 
2 1 3 1 5 2 4 1 2 3 4 1 1 3 2 5 2 1 1 5 
2 3 4 5 4 1 3 2 5 3 2 2 5 3 3 3 4 4 4 5 
3 5 2 2 3 4 3 1 1 3 5 4 5 1 2 1 5 2 5 1 
2 4 3 2 4 1 4 1 1 3 1 1 1 4 5 1 1 1 3 1 
1 3 4 4 2 4 1 1 4 1 5 3 1 5 4 4 5 3 3 5 
*Pro_time*
39 17 31 99 96 59 36 66 85 11 77 52 60 100 71 59 37 28 54 98 
21 90 36 67 48 7 87 25 12 52 96 10 71 71 67 8 99 7 37 85 
20 6 84 26 24 88 85 49 21 10 83 67 34 90 84 73 58 16 11 44 
34 9 40 43 62 79 3 91 4 55 78 79 78 33 73 51 34 9 33 92 
13 52 91 67 69 39 42 31 5 57 96 80 11 71 20 85 15 99 28 68 
27 10 43 93 76 55 78 89 100 13 7 36 19 13 65 44 81 65 75 49 
72 21 100 3 57 76 63 18 28 83 20 15 53 56 65 3 6 61 5 24 
27 50 30 99 2 66 50 53 43 42 22 38 55 63 44 8 84 73 5 60 
