jobs 50
stage 5
machines 5 5 5 5 5 
*Pro_req*
1 2 3 4 3 4 4 1 4 3 1 3 2 1 1 5 4 2 3 4 3 3 2 2 2 3 3 5 5 5 1 1 5 5 4 1 3 5 5 2 3 5 3 2 4 4 2 5 1 1 
1 3 2 3 2 4 5 4 2 1 1 4 2 4 1 4 3 1 2 2 1 4 4 5 3 4 3 5 1 4 2 5 2 1 4 4 5 4 5 2 1 5 3 4 2 3 5 1 5 3 
2 3 4 2 3 5 5 2 1 4 5 5 5 3 1 2 5 1 1 3 5 1 2 1 4 1 5 2 5 1 2 5 3 4 4 5 2 2 2 1 5 2 1 5 4 5 2 2 5 1 
1 1 2 4 5 4 1 5 5 3 2 5 4 5 3 4 1 2 2 3 1 5 4 1 1 5 2 3 2 3 4 1 1 4 5 5 2 1 1 1 5 3 5 4 1 1 5 2 2 1 
1 1 2 5 5 5 1 2 4 4 1 3 3 3 3 2 3 5 4 4 2 5 1 4 3 1 5 5 3 1 2 4 5 3 4 2 1 1 2 1 5 4 4 3 2 4 5 5 2 5 
*Pro_time*
57 23 38 48 83 26 99 5 24 82 52 49 94 5 52 22 90 48 76 83 18 48 95 70 11 100 50 57 3 19 71 12 4 88 15 93 69 56 34 27 100 24 32 45 70 42 19 67 28 17 
42 54 91 28 38 33 77 63 51 25 69 68 27 55 25 94 40 62 91 80 89 45 18 12 96 23 52 18 61 51 94 47 59 77 50 41 63 15 1 19 42 17 28 33 30 27 41 49 7 8 
89 64 29 66 67 53 10 66 69 40 64 65 35 47 5 28 42 75 23 29 30 86 74 39 98 10 12 2 86 45 11 56 40 75 67 75 100 67 85 42 47 59 19 76 87 51 98 98 100 53 
47 28 12 71 90 22 98 36 11 35 17 25 53 20 75 74 9 78 36 46 95 2 7 37 38 95 45 17 44 44 61 20 70 99 47 61 84 73 31 7 80 18 38 38 83 30 93 80 84 8 
86 33 58 81 20 63 91 32 65 11 24 93 78 58 71 30 57 66 71 21 44 36 51 28 52 16 2 47 43 30 76 28 86 37 66 92 15 47 68 1 46 49 31 6 96 22 41 67 29 73 
