jobs 50
stage 5
machines 5 5 5 5 5 
*Pro_req*
1 5 3 4 5 5 2 3 5 2 1 3 1 1 1 3 3 3 1 3 3 4 2 5 4 3 2 1 1 2 5 4 1 3 5 4 2 2 4 4 2 1 5 5 5 4 3 2 1 3 
5 3 2 4 1 3 5 1 1 2 2 1 4 1 1 4 3 5 4 4 1 3 4 3 2 3 5 5 4 5 5 3 4 3 5 4 1 5 5 4 5 5 1 5 1 4 3 5 1 2 
2 5 1 4 4 4 3 4 1 2 5 2 1 3 4 4 3 3 5 3 4 3 4 4 1 5 4 3 1 1 3 4 2 2 1 3 1 3 5 4 5 3 1 2 3 2 3 5 5 4 
5 2 2 3 4 4 1 2 3 3 2 2 1 1 2 2 4 2 3 5 4 4 4 2 2 5 4 3 3 1 2 2 1 1 1 5 1 5 5 1 2 5 5 3 5 2 1 4 4 5 
2 4 2 4 1 4 3 2 1 4 4 4 1 1 1 2 4 3 5 2 5 1 1 5 3 2 2 2 5 1 5 5 2 4 3 1 3 1 3 5 5 3 2 5 2 2 1 4 4 2 
*Pro_time*
60 37 50 17 99 26 83 13 23 9 86 32 95 96 85 93 12 25 94 15 82 95 3 57 53 37 25 54 35 68 28 90 23 59 69 72 57 6 24 22 86 82 82 12 50 12 5 63 68 56 
71 90 82 89 2 83 26 72 69 50 35 25 60 50 65 60 87 60 10 26 76 51 95 16 56 50 90 57 5 82 57 46 24 83 52 31 90 62 16 5 75 53 48 58 4 95 11 46 68 95 
50 90 31 93 68 6 90 23 14 48 16 70 33 22 35 31 37 68 98 14 50 36 21 23 29 35 100 67 65 6 22 4 100 29 64 35 24 69 4 98 81 73 26 15 18 2 12 21 55 12 
73 77 81 9 79 62 4 15 14 38 64 33 17 39 74 37 39 20 59 41 73 61 42 53 56 16 70 28 58 6 64 57 6 1 2 23 92 21 32 26 34 50 7 45 40 91 34 75 63 24 
54 19 67 20 28 88 42 81 91 66 50 93 57 56 71 89 23 71 57 90 40 96 26 74 54 59 11 9 88 77 41 88 68 96 58 33 65 9 90 2 59 42 18 46 79 14 12 24 52 39 
