jobs 50
stage 5
machines 5 5 5 5 5 
*Pro_req*
3 5 2 3 1 3 1 4 3 5 1 5 5 4 4 5 1 3 3 1 4 3 3 2 3 4 1 5 1 2 5 3 5 2 4 2 4 1 2 1 2 5 5 2 2 5 1 4 3 4 
4 4 5 2 2 2 2 4 5 5 1 2 3 2 1 2 1 3 2 2 4 1 4 3 2 4 1 3 3 5 4 2 4 5 2 2 2 2 4 1 2 5 1 2 2 1 4 5 3 4 
2 3 1 3 2 1 5 4 2 1 5 1 5 1 2 3 3 3 2 3 2 1 2 4 1 4 5 3 4 2 2 3 4 1 4 4 4 1 3 2 5 1 4 2 3 2 5 5 5 2 
5 1 4 2 5 5 3 5 2 5 1 3 5 5 1 3 4 1 2 3 1 1 1 2 5 2 3 3 5 4 5 5 2 2 4 5 3 5 2 4 3 2 3 4 5 3 3 1 4 5 
5 3 1 4 1 4 5 4 1 3 3 1 1 4 5 1 4 2 1 5 4 4 1 4 2 4 1 5 1 2 5 1 5 5 5 1 2 2 3 1 4 5 1 5 1 5 5 5 3 3 
*Pro_time*
89 69 83 77 12 3 88 26 29 15 24 92 45 29 14 81 85 95 14 95 13 36 27 17 62 24 19 46 72 86 97 46 77 73 45 30 49 73 47 46 34 1 64 68 84 16 12 27 66 61 
95 89 64 90 46 9 83 93 57 87 72 7 8 58 26 24 93 20 95 25 1 85 2 84 55 69 10 53 54 20 93 52 7 73 34 51 94 35 45 39 59 1 100 94 11 39 71 20 17 70 
38 50 99 95 33 44 9 71 13 63 67 66 21 41 36 22 23 59 78 88 18 55 7 46 88 50 87 14 85 41 97 13 53 13 8 49 35 73 4 31 81 29 21 91 28 47 21 69 16 55 
29 3 32 17 55 69 1 100 23 43 19 77 61 90 63 16 24 67 62 4 39 32 63 88 86 46 80 29 73 18 79 68 93 40 84 28 51 20 8 71 29 100 64 99 47 28 62 1 27 15 
20 36 27 97 17 98 4 89 7 27 54 60 43 15 59 63 22 23 95 64 6 49 16 13 75 35 62 22 71 85 53 80 25 91 24 25 19 98 63 22 83 43 46 29 17 13 86 68 23 22 
