jobs 50
stage 5
machines 5 5 5 5 5 
*Pro_req*
3 4 1 5 2 2 4 4 3 3 5 1 1 5 2 5 2 1 1 2 2 1 2 3 2 5 3 4 1 5 3 5 3 5 1 5 5 2 5 2 4 2 1 3 5 4 5 3 1 2 
4 1 5 2 3 2 1 4 2 3 2 5 2 1 3 1 4 3 2 3 1 3 4 5 5 2 2 4 2 1 3 3 4 1 1 4 5 2 5 4 1 3 5 4 4 2 2 2 3 4 
1 3 4 5 2 3 3 2 1 5 1 3 4 5 5 1 1 2 1 3 2 4 4 5 5 1 3 2 1 4 1 1 1 3 3 1 3 3 1 4 4 1 4 5 5 4 5 3 4 5 
4 4 4 2 5 1 2 5 4 4 5 2 3 4 4 1 1 5 2 5 2 4 4 1 2 2 4 2 1 5 1 5 1 5 2 4 3 3 1 2 1 2 3 4 4 4 1 3 1 1 
5 1 5 2 4 2 3 3 3 5 3 4 2 1 2 1 2 5 5 2 3 5 2 3 5 1 4 2 2 2 2 4 4 3 3 1 4 4 1 1 2 3 2 2 5 4 3 1 2 2 
*Pro_time*
60 12 8 65 58 82 84 76 10 52 46 21 45 25 79 97 29 48 61 85 1 40 81 68 92 49 19 12 17 81 68 63 68 25 38 43 73 25 98 35 37 69 35 12 76 42 28 63 51 91 
43 42 83 90 64 100 52 37 29 15 91 55 10 48 6 86 61 56 22 10 67 63 44 65 32 99 6 100 81 71 39 41 20 99 9 18 14 35 65 85 48 96 22 23 83 99 52 64 45 62 
41 1 10 12 8 96 36 34 24 99 42 45 25 31 53 80 37 91 2 81 80 43 83 33 83 83 30 61 35 57 56 76 61 42 58 19 52 36 28 40 57 34 16 18 57 49 76 95 98 39 
10 59 92 70 91 45 60 36 24 4 12 98 84 72 96 94 87 68 46 45 75 3 71 45 36 11 45 32 2 43 13 71 100 33 37 75 90 49 52 46 77 32 46 45 14 68 90 99 80 55 
86 71 95 43 21 13 65 70 14 90 64 81 99 9 51 14 45 51 61 61 65 88 7 67 25 15 97 17 11 81 3 55 65 67 82 30 93 57 73 34 27 79 8 70 55 55 13 86 12 42 
