jobs 50
stage 5
machines 5 5 5 5 5 
*Pro_req*
4 2 5 2 4 2 1 1 2 1 5 4 5 5 1 1 2 2 2 4 4 4 2 5 2 4 4 4 3 1 4 4 4 4 5 1 5 5 3 1 4 4 2 5 1 2 2 4 1 2 
4 4 1 3 1 5 2 5 5 1 4 3 5 1 1 3 2 3 4 3 3 2 3 1 1 3 2 4 2 1 2 4 2 2 4 4 5 2 2 2 5 5 1 4 3 5 2 3 5 4 
1 1 2 4 3 3 5 3 2 2 2 4 1 4 3 1 1 2 5 3 4 1 2 1 4 1 1 1 4 2 3 3 3 1 4 4 4 4 1 5 3 4 5 2 4 2 2 2 1 4 
4 3 2 2 1 1 1 5 1 1 1 1 3 4 3 1 3 3 3 3 4 2 3 4 5 5 3 3 3 2 2 3 4 1 1 4 1 1 3 1 4 2 5 4 2 1 4 4 3 3 
3 3 3 4 2 2 4 5 2 1 1 2 1 4 2 2 4 5 2 2 3 4 4 4 4 1 2 4 2 1 4 2 1 5 3 1 1 2 1 4 5 3 4 3 1 1 3 1 5 1 
*Pro_time*
68 100 47 96 37 99 61 69 81 22 99 53 53 51 100 43 77 59 61 65 76 21 93 77 31 3 21 73 81 62 42 23 8 53 55 71 47 42 40 1 12 59 94 23 40 89 86 82 44 7 
63 98 73 72 10 98 8 2 80 80 67 89 68 59 56 20 64 29 49 75 10 44 25 29 69 94 69 43 78 47 65 10 88 11 98 50 56 1 10 23 53 79 56 37 52 93 31 42 54 6 
89 62 81 11 91 88 46 15 4 3 72 27 84 79 15 11 96 70 43 54 83 97 92 74 89 25 51 42 66 82 31 33 11 58 39 54 66 58 94 85 24 50 81 50 99 6 54 40 99 62 
91 47 81 29 59 98 93 71 78 63 62 25 32 39 66 10 54 100 45 16 79 99 67 90 6 86 72 77 20 60 91 47 2 14 67 3 21 24 25 65 1 71 85 64 27 73 60 8 80 76 
69 33 4 22 23 10 33 30 95 56 50 80 19 6 72 62 56 22 95 60 49 43 68 14 92 91 80 60 38 89 32 10 80 72 5 1 6 81 75 67 32 73 16 62 59 77 9 5 44 57 
