jobs 100
stage 5
machines 5 5 5 5 5 
*Pro_req*
4 4 1 4 4 1 5 4 1 3 4 2 1 4 2 2 1 1 5 4 5 2 1 4 4 3 3 5 4 2 5 1 2 4 4 5 2 1 4 2 4 2 3 5 3 3 5 5 3 3 2 5 4 1 3 5 3 3 3 4 5 4 4 1 4 1 5 4 2 5 3 3 1 1 3 4 2 4 4 4 4 5 2 3 1 3 5 2 4 2 1 4 1 3 1 1 1 5 1 1 
2 1 3 1 4 2 4 3 1 5 3 5 3 2 2 3 2 4 4 1 2 5 4 3 5 5 1 4 2 3 4 3 3 5 5 2 2 3 1 4 4 3 5 5 3 2 3 4 4 3 4 4 1 2 3 4 5 2 2 2 1 5 5 2 3 1 3 1 3 5 1 4 3 4 4 4 3 3 4 1 2 2 2 3 4 1 5 4 5 3 4 4 5 4 3 1 3 5 1 4 
5 5 2 1 1 1 3 4 1 5 5 2 2 2 3 2 3 2 1 3 3 2 4 1 2 3 2 1 2 1 3 2 3 2 5 2 3 1 5 4 5 1 3 4 1 1 2 4 1 1 5 2 2 2 3 3 4 3 3 3 2 5 3 3 5 4 1 1 3 5 3 3 1 3 2 2 5 5 1 1 5 2 3 3 1 4 4 3 4 2 3 2 3 2 4 2 3 2 2 1 
4 1 3 5 1 5 1 4 2 2 1 5 5 2 3 5 2 5 1 5 5 4 2 1 3 3 4 3 3 4 4 2 5 5 3 5 3 5 1 2 1 3 2 2 1 1 2 3 4 5 4 2 1 3 5 3 5 2 4 2 4 1 2 1 2 2 3 3 3 2 5 1 4 4 4 3 4 4 3 4 2 4 2 5 4 3 2 3 2 4 3 4 4 1 5 1 5 3 4 5 
3 3 3 5 5 4 2 5 5 5 4 5 4 5 3 5 1 2 3 4 2 1 3 2 2 2 4 3 4 5 4 1 3 4 2 3 3 5 5 3 4 2 4 5 5 5 3 1 4 2 3 1 1 1 4 1 3 4 5 1 3 2 2 2 5 3 3 1 4 5 5 5 1 2 1 5 3 5 4 4 1 4 1 3 4 3 1 1 1 2 3 3 1 3 3 2 3 5 2 4 
*Pro_time*
67 10 57 20 13 1 62 56 90 82 54 54 68 90 3 17 76 2 32 43 14 56 74 45 38 76 28 88 73 70 28 65 85 81 21 99 34 27 77 8 70 34 40 3 53 20 83 60 62 24 60 35 21 50 95 30 55 49 60 71 94 52 69 47 88 37 54 98 63 54 70 30 84 60 93 65 20 47 31 74 3 69 73 80 67 95 61 16 54 97 100 55 5 69 3 85 34 34 65 91 
23 88 26 39 66 69 70 53 9 17 100 44 38 17 39 15 4 63 72 35 74 62 69 67 71 36 65 68 99 61 2 17 70 21 4 86 94 36 71 63 87 69 50 85 98 78 78 23 71 60 12 79 88 43 67 85 85 72 87 59 64 62 54 33 22 67 22 86 26 52 41 89 42 57 44 39 70 99 48 79 71 99 37 8 70 98 26 39 26 46 17 78 39 66 15 83 57 60 69 69 
16 70 19 6 16 98 96 23 63 19 68 84 45 21 90 10 54 73 4 83 34 67 57 62 86 73 75 11 94 26 1 51 55 35 60 97 63 31 19 44 100 76 20 92 96 7 20 5 72 6 64 22 46 67 54 21 44 64 33 10 11 50 49 44 21 96 34 7 85 85 58 67 38 59 6 81 92 91 24 98 10 40 35 2 66 20 58 41 66 47 46 92 5 88 22 29 21 80 13 89 
1 73 33 22 34 90 43 97 28 20 8 51 91 64 62 7 68 40 95 85 43 84 81 84 91 51 62 44 78 74 49 81 6 62 75 20 43 66 82 36 6 25 95 97 66 86 30 53 28 53 50 84 38 23 66 95 50 66 93 99 61 63 62 14 22 72 48 89 51 20 39 58 51 70 32 33 40 88 67 98 82 63 47 21 32 29 48 5 69 89 96 4 77 89 24 12 4 18 29 100 
73 12 67 49 78 56 16 74 67 82 81 32 28 96 87 12 45 90 22 46 23 90 4 31 48 62 51 93 14 23 20 72 98 37 33 91 78 49 90 97 80 86 47 8 35 74 95 80 34 28 42 90 9 97 71 8 59 19 49 3 88 92 10 75 55 100 19 66 74 9 60 54 29 7 28 30 83 40 15 11 88 29 88 90 30 93 30 3 53 97 62 44 98 97 76 31 82 23 80 33 
