jobs 50
stage 5
machines 5 3 1 4 4 
*Pro_req*
4 5 5 2 4 3 1 4 2 4 2 4 1 1 2 3 2 3 3 1 4 1 5 3 2 3 1 2 2 5 4 5 5 1 4 2 5 4 1 5 4 5 5 4 3 3 5 5 3 5 
1 3 3 3 1 3 1 2 2 3 3 2 2 2 3 3 3 2 1 3 2 1 2 1 1 1 3 2 3 2 3 3 1 1 2 2 2 1 2 2 1 1 1 3 1 3 3 3 2 2 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
3 1 2 1 3 2 4 2 4 2 2 3 2 3 2 3 3 3 4 3 2 3 1 4 3 3 2 1 4 3 4 2 3 3 2 1 4 4 2 1 2 3 2 3 1 4 4 3 4 3 
1 3 2 1 2 1 3 2 4 2 2 3 3 1 2 2 3 2 2 3 3 1 4 2 3 4 3 2 4 1 3 4 1 3 2 4 4 2 2 3 2 1 3 1 4 4 1 3 2 1 
*Pro_time*
67 17 46 96 87 47 52 73 87 71 85 32 84 5 5 65 94 36 28 37 53 56 70 21 2 28 15 11 13 70 23 65 58 65 39 89 15 45 20 24 39 74 13 31 51 27 58 38 18 93 
4 13 4 49 1 100 51 31 99 57 31 24 19 62 29 72 20 58 44 34 72 16 90 21 20 3 50 73 65 55 7 6 76 87 36 2 12 10 66 32 90 56 69 29 98 89 19 53 70 33 
100 11 33 69 83 51 40 65 2 46 35 40 75 8 91 26 19 7 17 85 58 17 18 15 92 62 98 93 30 21 78 91 63 44 89 27 100 28 99 15 9 98 44 21 93 85 89 49 26 55 
86 5 34 62 44 35 22 79 57 18 10 22 10 77 23 1 93 19 65 19 61 5 68 15 89 13 40 91 77 42 61 35 18 63 13 55 19 58 32 14 53 7 26 60 9 1 41 50 17 12 
94 93 67 4 97 93 75 3 29 48 9 36 88 98 71 5 35 86 78 59 72 16 43 55 55 78 89 24 45 76 16 9 57 81 16 58 15 97 76 21 9 20 69 34 50 53 87 78 96 67 
