jobs 50
stage 5
machines 5 1 2 2 2 
*Pro_req*
5 3 3 1 1 5 2 4 5 2 5 2 1 5 3 4 4 3 5 5 1 2 4 4 3 5 4 1 2 4 5 5 1 3 4 3 2 3 4 5 4 2 4 3 1 3 3 4 3 5 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 2 2 2 2 2 2 1 2 1 2 2 1 1 2 2 2 2 2 2 2 2 2 1 2 1 2 2 1 2 1 1 1 2 1 1 2 1 1 2 2 1 1 1 1 2 2 1 2 2 
1 2 2 2 2 1 2 1 1 2 2 2 1 1 1 2 1 2 1 2 1 1 1 1 2 1 1 1 2 1 1 1 2 1 1 2 1 2 2 2 2 1 1 2 1 2 1 1 2 1 
1 1 2 2 2 2 2 1 1 1 1 1 1 2 2 2 1 2 1 2 1 1 2 1 1 2 1 1 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 1 1 2 2 2 
*Pro_time*
17 13 45 17 16 88 43 16 84 80 14 77 47 79 45 5 36 6 98 2 18 73 17 90 88 69 22 22 8 41 63 72 22 98 58 38 72 95 74 46 78 89 19 50 46 37 75 99 52 8 
100 52 1 50 43 26 56 78 85 22 80 3 21 61 96 2 75 92 74 69 11 69 23 65 4 11 68 58 80 62 100 93 32 45 79 54 15 36 51 20 54 27 96 2 96 30 99 97 65 56 
51 72 3 81 90 81 19 56 91 37 93 43 97 91 8 62 78 41 98 10 19 74 26 9 26 36 33 99 42 75 11 65 54 100 28 80 24 36 42 95 18 35 59 21 16 10 74 41 97 43 
54 66 87 32 83 64 92 39 4 99 8 42 69 40 68 82 31 28 45 85 23 9 51 86 91 47 55 66 63 7 42 52 78 1 66 49 14 33 31 55 72 74 55 42 39 68 40 89 55 66 
62 16 98 93 89 76 7 30 60 84 8 3 6 67 61 12 22 3 6 94 1 31 43 85 95 69 98 100 90 31 56 51 6 2 78 51 4 56 28 72 42 27 25 42 13 49 53 50 67 6 
