jobs 50
stage 5
machines 5 3 3 4 3 
*Pro_req*
3 2 2 2 4 2 4 4 1 3 2 3 5 1 2 5 1 1 3 3 3 2 1 1 5 1 2 5 5 3 5 1 3 5 2 2 4 4 2 2 1 2 3 1 1 5 2 1 5 3 
3 3 1 2 2 2 3 3 3 3 3 1 1 2 3 1 3 2 1 2 1 2 3 3 1 1 2 2 2 2 1 2 3 2 1 3 1 2 2 3 3 2 1 1 3 2 2 3 1 1 
2 1 3 2 2 2 2 2 3 1 3 1 2 2 3 2 1 3 1 1 3 3 1 3 2 3 2 3 3 2 1 3 3 3 3 2 3 1 1 3 2 3 1 3 2 2 3 3 2 3 
1 2 1 4 2 4 2 2 4 2 3 2 4 3 4 1 4 3 4 3 1 1 4 3 1 2 1 4 3 4 3 1 1 3 1 1 3 1 4 4 2 3 3 4 2 2 4 3 1 3 
1 2 2 2 1 2 1 2 3 1 3 2 1 1 2 3 2 3 1 2 2 2 1 1 2 1 2 2 1 1 2 3 1 3 2 1 3 1 3 2 2 1 2 2 3 3 2 2 2 1 
*Pro_time*
77 89 47 83 65 77 65 35 38 82 94 38 54 99 21 80 47 52 37 63 50 96 31 13 69 25 44 11 35 12 21 74 81 64 64 25 7 45 3 86 36 38 36 34 29 48 71 17 78 2 
27 59 4 60 49 90 80 42 56 36 30 31 28 26 86 100 33 16 8 43 95 90 66 9 12 87 67 59 97 34 48 54 34 99 70 49 58 43 3 46 15 43 69 95 11 58 93 32 69 9 
66 18 58 15 44 56 94 39 3 64 63 39 89 56 23 40 84 4 85 5 48 89 29 28 91 96 41 35 53 8 3 27 95 70 38 32 46 23 30 28 7 16 79 38 61 97 36 11 51 19 
75 7 76 28 81 10 67 59 99 57 17 42 18 61 55 53 87 10 9 24 93 42 58 30 79 71 32 100 5 95 24 47 27 14 40 6 25 12 67 56 19 28 14 41 60 20 35 100 45 40 
1 26 50 94 94 2 54 65 79 45 28 22 22 56 60 35 74 99 53 27 30 74 87 6 90 60 79 48 76 9 10 50 60 99 30 85 99 69 3 93 93 99 82 96 79 54 30 50 22 75 
