jobs 50
stage 5
machines 2 2 4 4 1 
*Pro_req*
1 2 1 1 1 2 1 2 2 1 2 2 2 2 2 1 1 1 2 2 1 2 1 1 1 2 2 1 2 1 2 1 1 2 1 2 1 1 2 1 1 1 1 1 1 2 2 2 1 1 
1 2 1 1 2 1 1 2 2 2 2 2 1 2 1 1 1 2 1 2 2 1 2 1 2 2 1 1 1 2 2 2 2 1 2 1 2 2 2 2 1 2 2 1 1 1 1 2 1 2 
4 4 4 4 3 2 3 3 1 3 3 4 1 1 3 3 1 3 4 1 3 1 4 3 4 4 4 1 2 4 2 3 3 2 2 1 3 3 1 1 2 4 3 4 4 2 2 4 4 1 
1 3 4 4 1 1 2 1 4 4 3 3 4 4 3 1 4 2 4 2 4 2 4 1 3 2 4 3 1 1 3 2 2 1 2 3 1 4 2 4 2 1 2 1 3 2 4 3 1 3 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
*Pro_time*
83 8 92 11 75 26 79 60 10 24 56 98 8 77 82 52 30 100 8 91 80 63 29 10 40 30 16 10 18 43 39 48 25 9 27 55 11 91 9 23 56 30 51 47 82 1 29 40 24 79 
59 52 83 60 65 57 78 90 40 89 30 53 24 71 65 38 61 78 97 90 98 31 60 86 28 84 64 93 49 68 84 75 65 25 12 86 60 24 91 25 10 21 84 6 3 61 64 35 65 3 
10 64 62 18 79 78 34 42 55 44 48 67 20 2 69 66 47 50 24 62 32 6 41 10 11 38 51 91 38 25 84 70 35 42 35 89 11 51 71 48 79 45 41 95 96 21 31 60 97 72 
68 3 70 26 25 34 82 2 28 93 4 67 64 57 96 57 89 63 97 14 59 68 76 92 94 91 22 68 46 64 55 31 100 91 46 22 70 28 68 15 28 68 91 31 47 82 49 6 45 25 
24 73 70 47 14 13 60 33 47 64 60 57 48 61 19 16 49 72 79 39 96 47 21 7 35 26 31 31 63 27 13 73 75 4 30 88 37 66 60 57 36 43 61 61 22 19 13 89 70 37 
