jobs 100
stage 8
machines 2 2 4 2 1 3 3 4 
*Pro_req*
2 1 1 1 1 1 2 1 2 1 2 2 1 2 2 2 1 1 2 2 2 1 2 1 1 1 1 2 1 2 1 2 1 2 1 2 2 2 2 1 1 2 1 1 1 1 2 1 2 2 1 1 1 2 1 2 1 1 2 1 2 1 2 2 1 1 1 1 1 2 2 1 2 1 2 1 2 2 1 1 2 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 1 2 1 1 
2 1 1 1 2 2 2 2 1 1 2 1 2 1 2 1 2 1 1 2 2 2 2 2 2 1 1 2 1 1 1 2 2 1 1 1 2 1 1 1 2 2 2 1 1 2 1 2 2 2 2 1 1 2 1 2 2 1 2 2 1 1 1 2 1 2 2 2 2 2 1 2 1 1 1 1 1 2 2 1 1 1 1 1 2 2 2 1 2 2 2 1 1 1 2 2 1 2 2 2 
4 3 1 2 2 1 2 2 2 1 2 1 4 3 1 1 4 4 2 4 4 4 2 2 3 2 4 2 2 2 1 2 3 2 3 3 1 2 1 3 2 1 2 1 4 4 4 4 4 3 1 3 2 1 3 2 4 4 4 4 1 2 4 3 4 2 1 1 4 1 2 1 1 3 2 2 2 3 3 1 1 3 2 4 1 3 2 1 4 1 4 2 2 1 3 4 3 4 3 4 
1 1 2 2 2 1 1 1 2 1 1 1 2 1 1 2 1 2 2 2 1 2 1 1 2 1 1 1 1 2 1 1 2 2 2 2 1 2 1 1 1 1 2 2 2 2 2 2 2 1 1 1 2 1 1 2 1 2 1 2 1 2 2 1 2 1 2 2 2 1 2 1 1 1 1 1 1 1 2 2 2 2 1 2 1 1 1 1 1 1 1 2 2 2 1 1 1 2 2 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
3 3 2 1 1 1 1 1 3 3 1 2 3 1 3 3 1 1 1 2 2 3 3 1 3 1 1 1 3 2 1 3 3 1 1 1 3 3 3 1 3 3 3 2 1 3 3 3 3 3 3 1 1 1 3 1 3 3 1 1 2 3 2 2 3 3 3 1 3 2 3 3 3 2 3 3 2 1 1 1 3 1 2 3 1 3 1 3 1 1 2 1 1 1 3 3 2 1 1 1 
3 2 1 1 2 3 1 1 1 2 1 3 2 3 3 3 3 3 3 3 3 2 1 2 2 1 3 1 2 3 1 1 1 1 3 2 2 1 3 1 1 2 1 3 2 2 1 1 2 2 3 1 1 3 3 3 2 1 3 3 1 2 2 3 2 2 1 2 1 2 1 2 2 2 1 3 3 1 3 3 3 1 2 3 3 3 2 2 1 1 3 2 3 1 3 3 3 1 1 3 
3 3 2 1 4 3 2 1 2 2 3 4 4 3 4 2 1 4 3 1 1 3 1 2 3 2 1 3 2 1 3 2 3 3 1 1 1 4 1 4 3 1 1 3 3 1 1 3 1 4 1 4 2 3 1 4 1 2 1 3 3 4 2 3 2 1 3 2 2 3 4 4 3 4 3 4 2 1 2 1 1 3 1 3 1 2 2 3 1 1 2 1 4 3 2 2 3 1 3 3 
*Pro_time*
95 41 10 100 21 98 71 47 16 7 48 38 9 19 66 67 83 57 81 34 24 87 67 74 82 52 70 26 17 29 33 48 68 85 80 1 58 88 77 30 19 3 18 1 42 32 68 80 60 8 30 13 100 31 88 77 95 33 78 69 99 64 16 6 56 10 33 26 56 83 98 29 8 52 55 64 84 92 53 77 7 43 32 45 28 91 9 68 46 12 73 97 70 77 2 17 99 48 82 12 
